player_name,team,raptor_box_offense,raptor_box_defense.raptor_box_total,predator_offense,predator_defense,predator_total
Doug McDermott,IND,-0.162909445,-0.175696608,-0.338606053,0.038901663,-1.391780591,-1.352878928
Doug McDermott,IND,0.202674833,-2.898741163,-2.69606633,-0.512570208,-2.461877286,-2.974447494
JaVale McGee,LAL,-1.83362794,1.63283007,-0.20079787,-1.450795659,0.723866224,-0.726929434
Rodney McGruder,MIA,-1.217337337,0.391005456,-0.826331881,-1.967279926,0.062227378,-1.905052549
Alfonzo McKinnie,GSW,-1.704262337,-1.454873144,-3.159135481,-1.89309189,-2.486918288,-4.380010178
Alfonzo McKinnie,GSW,-0.772474097,-2.678990103,-3.4514642,-0.918194073,-1.957748527,-2.875942601
Ben McLemore,SAC,-1.56613181,-2.7620816,-4.328213409,-0.989321606,-1.953416722,-2.942738329
Jordan McRae,WAS,1.333430638,-0.691581041,0.641849597,0.112967651,-1.390026197,-1.277058546
Jodie Meeks,TOR,-9.022548756,1.401710705,-7.620838051,-5.610068829,0.714194042,-4.895874786
Jodie Meeks,TOR,1.855623794,-6.570561016,-4.714937222,2.219922594,-6.6430035,-4.423080906
Salah Mejri,DAL,-1.455006587,-0.443653337,-1.898659923,-1.937909803,-0.585715817,-2.52362562
De'Anthony Melton,PHO,-3.018693973,0.838271096,-2.180422877,-2.73878024,1.104565057,-1.634215183
Chimezie Metu,SAS,-8.255160692,-0.128698052,-8.383858744,-8.057246187,-1.606926835,-9.664173022
Khris Middleton,MIL,2.313558891,-1.192957734,1.120601157,4.459886752,-1.854368888,2.605517864
Khris Middleton,MIL,1.939774752,0.845041844,2.784816596,2.25150697,0.725878277,2.977385247
CJ Miles,TOR,-2.246121211,-1.206786553,-3.452907764,-1.896809547,-1.783155426,-3.679964973
CJ Miles,MEM,-0.87265894,0.42845638,-0.44420256,-1.536923032,0.287590141,-1.249332891
Darius Miller,NOP,-0.968232881,-0.846326294,-1.814559175,-0.723723943,-0.924152954,-1.647876898
Malcolm Miller,TOR,-6.860672552,-5.29250485,-12.1531774,-7.883686265,-7.109226183,-14.99291245
Malcolm Miller,TOR,0.869180465,-4.013614112,-3.144433647,0.292574413,-3.593637986,-3.301063574
Paul Millsap,DEN,-0.344236217,2.443260919,2.099024702,-0.345913789,1.822571131,1.476657342
Paul Millsap,DEN,0.606138526,2.770272442,3.376410968,1.38744241,3.111877406,4.499319816
Patty Mills,SAS,-1.358949138,-1.178084868,-2.537034006,-1.483107207,-0.621898169,-2.105005376
Patty Mills,SAS,0.778994359,-1.017475387,-0.238481027,1.299711314,-1.008519207,0.291192107
Shake Milton,PHI,-0.765641545,-0.642026035,-1.40766758,-1.365114262,-1.876256941,-3.241371203
Nikola Mirotic,MIL,0.237499303,-1.767356766,-1.529857462,2.814376435,-2.845510157,-0.031133722
Nikola Mirotic,MIL,1.32569944,1.868899178,3.194598618,2.645808471,1.351509824,3.997318295
Nikola Mirotic,NOP,1.713371906,1.59131439,3.304686296,1.851274681,1.084893747,2.936168428
Donovan Mitchell,UTA,-3.847194177,-3.84537055,-7.692564727,-3.554965156,-5.369305336,-8.924270491
Donovan Mitchell,UTA,2.007057012,-1.289986295,0.717070717,2.000686102,0.057321549,2.05800765
Naz Mitrou-Long,UTA,-5.042982203,-3.889827685,-8.932809888,-5.481374231,-5.363993028,-10.84536726
Malik Monk,CHA,-0.451650724,-4.153416029,-4.605066753,0.347119593,-4.189183827,-3.842064234
Greg Monroe,PHI,-2.281004476,10.64454226,8.363537785,-1.265561294,4.09810097,2.832539676
Greg Monroe,PHI,9.014450702,-4.780942426,4.233508277,7.345889844,-1.970343965,5.375545879
Greg Monroe,BOS,50.56152202,-0.898350226,49.6631718,33.87308748,-2.735141315,31.13794617
Greg Monroe,TOR,-3.804418578,-1.075100254,-4.879518833,-3.956551172,0.087100577,-3.869450595
E'Twaun Moore,NOP,-0.160712838,-2.272008153,-2.432720991,-0.371033656,-1.965848225,-2.336881882
Eric Moreland,TOR,-1.709711667,-14.49077134,-16.20048301,-5.796892453,-10.15895923,-15.95585169
Eric Moreland,TOR,-3.438044648,-7.608218477,-11.04626313,-4.152851413,-4.778530104,-8.931381516
Eric Moreland,PHO,-11.2203337,-1.012461187,-12.23279489,-15.67778928,2.502673406,-13.17511587
Jaylen Morris,MIL,-2.431664984,4.98726158,2.555596597,-2.35048662,3.41464126,1.06415464
Markieff Morris,OKC,1.677637693,-1.104010422,0.573627271,-5.064907707,0.88981507,-4.175092637
Markieff Morris,WAS,-2.534813283,-0.265274975,-2.800088258,-2.171362717,-0.800094952,-2.971457669
Markieff Morris,OKC,-0.90272381,-1.881431572,-2.784155383,-0.782132973,-1.053139157,-1.83527213
Marcus Morris,BOS,4.21797721,0.182363403,4.400340613,6.849333719,0.065703169,6.915036888
Marcus Morris,BOS,0.163012029,-1.83485918,-1.671847151,0.560033669,-1.592091069,-1.0320574
Monte Morris,DEN,-3.401513201,-1.649420204,-5.050933404,-5.683325679,-3.666954366,-9.350280045
Monte Morris,DEN,2.172308223,0.848949451,3.021257674,1.257394164,0.802886824,2.060280988
Donatas Motiejunas,SAS,6.924146048,8.606299168,15.53044522,3.770023969,5.090145587,8.860169556
Donatas Motiejunas,SAS,-19.57934937,-19.60490316,-39.18425253,-23.042583,-16.65345378,-39.69603677
Johnathan Motley,LAC,-3.792840077,-2.277821051,-6.070661128,-3.489348072,-1.670620127,-5.159968199
Emmanuel Mudiay,NYK,-1.05688692,-1.662207654,-2.719094574,-1.121191994,-2.587147214,-3.708339207
Jamal Murray,DEN,3.163704545,-2.534209852,0.629494694,2.169829986,-2.353767578,-0.183937592
Jamal Murray,DEN,1.096850843,0.59438389,1.691234733,2.092023025,-0.126348043,1.965674981
Dzanan Musa,BRK,-9.547776288,-0.518805191,-10.06658148,-5.136236095,0.731860783,-4.404375312
Dzanan Musa,BRK,-1.658014404,0.840485887,-0.817528518,-3.173943048,-0.915871016,-4.089814063
Mike Muscala,PHI,-1.534265513,0.07528067,-1.458984844,-1.48822039,-0.129415532,-1.617635922
Mike Muscala,LAL,0.650598612,-1.149469858,-0.498871247,0.718787888,-1.312362792,-0.593574904
Svi Mykhailiuk,DET,-5.914309751,0.604737228,-5.309572523,-7.792714688,-1.944345294,-9.737059982
Svi Mykhailiuk,LAL,-3.842990618,-1.222246707,-5.065237325,-3.418228053,-2.105410578,-5.523638631
Abdel Nader,OKC,-7.850246749,-12.75793231,-20.60817906,-15.99476852,-9.085559363,-25.08032788
Abdel Nader,OKC,-2.892244714,-2.224909832,-5.117154546,-4.224167736,-1.625316395,-5.849484132
Larry Nance Jr.,CLE,-0.145033696,2.345958235,2.200924539,0.317497156,2.340936002,2.658433157
Shabazz Napier,BRK,23.75887032,-0.24105976,23.51781056,15.20138789,-1.030496126,14.17089176
Shabazz Napier,BRK,1.753119489,0.336380867,2.089500356,1.144638714,0.112212101,1.256850814
Raul Neto,UTA,-10.62941235,-6.466999852,-17.0964122,-12.94864356,-8.012790291,-20.96143385
Raul Neto,UTA,1.712975618,-0.411681772,1.301293846,1.828302572,0.274120483,2.102423054
Georges Niang,UTA,-0.985098954,3.854088767,2.868989813,-3.046649684,3.131209493,0.084559809
Georges Niang,UTA,-0.382270177,-2.567365437,-2.949635615,-0.794160843,-3.218828644,-4.012989487
Joakim Noah,MEM,-1.715992538,1.082418335,-0.633574203,-2.697512731,1.016048237,-1.681464494
Nerlens Noel,OKC,-3.469260038,2.990398604,-0.478861435,-7.316530646,6.31770626,-0.998824386
Nerlens Noel,OKC,-1.349269665,3.120300368,1.771030703,-2.218391419,4.127549725,1.909158306
Dirk Nowitzki,DAL,-2.840806605,-4.032229247,-6.873035852,-2.026102599,-3.038316706,-5.064419306
Frank Ntilikina,NYK,-4.342148397,-0.637348013,-4.97949641,-3.762660763,-0.566126754,-4.328787517
James Nunnally,HOU,-4.439041285,-6.479898801,-10.91894009,-1.890224567,-5.824568281,-7.714792848
James Nunnally,MIN,2.957647886,-7.719187671,-4.761539785,2.03733787,-7.139133349,-5.101795478
Jusuf Nurkic,POR,1.469096491,5.238468905,6.707565395,2.072620295,4.527041089,6.599661384
David Nwaba,CLE,-0.059453573,1.140938928,1.081485355,-0.400267783,0.770244744,0.36997696
Semi Ojeleye,BOS,3.785836027,-0.17169029,3.614145736,1.316262251,-4.254701853,-2.938439603
Semi Ojeleye,BOS,-2.662923523,0.188498268,-2.474425255,-2.510441023,-0.653013554,-3.163454577
Jahlil Okafor,NOP,-1.386564889,-0.602034449,-1.988599338,-1.625361142,-1.563016267,-3.188377409
Elie Okobo,PHO,-3.497821409,-1.643265657,-5.141087066,-3.34393447,-1.513553575,-4.857488045
Josh Okogie,MIN,-1.656485779,1.836146393,0.179660614,-1.060024245,2.445716003,1.385691758
Victor Oladipo,IND,1.341066984,2.602969928,3.944036911,1.399072465,3.088803237,4.487875702
Kelly Olynyk,MIA,-0.49880179,0.939957486,0.441155695,0.428753867,0.559298164,0.988052031
Royce O'Neale,UTA,-1.983952269,3.629271354,1.645319085,-6.179532202,6.792344735,0.612812533
Royce O'Neale,UTA,-2.067233642,1.831607064,-0.235626578,-2.778641923,2.291922951,-0.486718971
Kyle O'Quinn,IND,-20.75863337,-2.855463743,-23.61409712,-1.55228224,-6.712982822,-8.265265062
Kyle O'Quinn,IND,-2.03134473,-2.893847764,-4.925192494,-1.40190441,-2.606735581,-4.008639991
Cedi Osman,CLE,-1.144410554,-2.064085816,-3.20849637,-0.676527483,-2.604808241,-3.281335724
Kelly Oubre Jr.,PHO,0.074349672,0.793570883,0.867920555,-0.284921249,0.928715464,0.643794215
Kelly Oubre Jr.,WAS,-1.163280989,0.320638834,-0.842642155,-1.562201236,-0.065648281,-1.627849517
Zaza Pachulia,DET,-9.237930172,-5.627543145,-14.86547332,-4.179056412,-3.567297089,-7.746353501
Zaza Pachulia,DET,-1.510562537,-0.100346804,-1.610909341,-2.667671762,0.538858952,-2.128812809
Jabari Parker,CHI,-1.523964799,-1.531443352,-3.05540815,-1.340350702,-2.021434746,-3.361785448
Jabari Parker,WAS,-0.773425712,-0.107554654,-0.880980367,-0.348119737,-0.658727839,-1.006847576
Tony Parker,CHA,-0.241287783,-3.834306346,-4.075594129,-0.808068184,-4.104054205,-4.912122388
Chandler Parsons,MEM,-3.261401013,-2.390727591,-5.652128604,-3.411542112,-2.154533817,-5.566075929
Patrick Patterson,OKC,-2.672439834,-1.028977772,-3.701417607,-3.894492122,-1.664630382,-5.559122504
Justin Patton,PHI,-0.183604998,-2.654194637,-2.837799635,1.248751458,-0.772831308,0.47592015
Chris Paul,HOU,2.824639032,3.225003067,6.049642099,3.672879457,5.460877013,9.13375647
Chris Paul,HOU,4.204955406,0.319404328,4.524359735,4.359346091,1.516875176,5.876221268
Cameron Payne,CLE,0.506191181,-3.067402348,-2.561211168,0.633824619,-2.745232023,-2.111407405
Cameron Payne,CHI,-1.837082972,-2.121331622,-3.958414594,-2.621483926,-2.167324277,-4.788808203
Elfrid Payton,NOP,-0.106921461,-0.462357277,-0.569278738,-0.622024499,-1.180941812,-1.802966311
Gary Payton II,WAS,1.552231144,5.452017651,7.004248795,1.059217221,8.588548577,9.647765798
Theo Pinson,BRK,1.050777052,0.149247704,1.200024756,1.034199622,1.368582436,2.402782059
Theo Pinson,BRK,-1.822985698,0.775407316,-1.047578382,-0.859179966,-0.725408272,-1.584588238
Mason Plumlee,DEN,-0.408221432,-2.651071836,-3.059293268,-4.439638345,-2.86337071,-7.303009056
Mason Plumlee,DEN,-0.747707789,-0.134773339,-0.882481128,-0.398757714,0.314525331,-0.084232383
Miles Plumlee,ATL,-0.528793552,-3.049328232,-3.578121783,-0.882328113,-3.386899119,-4.269227232
Jakob Poeltl,SAS,1.038065453,-1.011939444,0.026126009,1.606313591,1.087348847,2.693662438
Jakob Poeltl,SAS,0.909554435,0.771743455,1.68129789,0.265176631,0.493984624,0.759161255
Quincy Pondexter,SAS,1.529678329,6.328052547,7.857730876,-2.559924149,8.811273038,6.251348889
Quincy Pondexter,SAS,-0.966213601,-0.348150343,-1.314363944,-3.256138986,-1.1875462,-4.443685186
Otto Porter Jr.,CHI,3.304789151,0.926250306,4.231039458,2.419033769,0.297886945,2.716920714
Otto Porter Jr.,WAS,0.043460914,1.382850964,1.426311878,0.457027322,1.556349106,2.013376429
Bobby Portis,CHI,-0.483533155,-4.187758605,-4.67129176,-1.256546772,-4.200059379,-5.456606151
Bobby Portis,WAS,-2.393112876,-2.700678112,-5.093790988,-1.315359727,-1.503802429,-2.819162156
Dwight Powell,DAL,1.358242997,0.174820159,1.533063157,1.834384546,0.056685171,1.891069717
Norman Powell,TOR,1.203550245,-0.14754835,1.056001895,0.872747688,0.031292609,0.904040296
Norman Powell,TOR,-0.353491871,-1.398259799,-1.75175167,-0.557890501,-1.044112875,-1.602003376
Alex Poythress,ATL,-3.393141153,-2.026060345,-5.419201497,-4.211714949,-2.772045347,-6.983760297
Taurean Prince,ATL,-0.8670249,-1.285752005,-2.152776905,-0.457504505,-1.731823911,-2.189328416
Zhou Qi,HOU,4.322809305,-9.956534388,-5.633725084,2.240807341,-10.20912316,-7.968315821
Ivan Rabb,MEM,-0.83718073,-4.218155244,-5.055335974,-2.477758057,-2.618722031,-5.096480088
Chasson Randle,WAS,-0.866253213,-2.501118918,-3.367372131,-1.380548792,-2.139182946,-3.519731738
Julius Randle,NOP,0.549141001,-2.038782395,-1.489641394,0.22267086,-2.183656059,-1.960985198
JJ Redick,PHI,0.552677013,-2.304396466,-1.751719453,0.740230488,-3.28663603,-2.546405542
JJ Redick,PHI,2.350167667,-1.403102337,0.94706533,1.968375018,-1.12733715,0.841037868
Davon Reed,IND,-3.023577513,-2.829179516,-5.85275703,-3.761616592,-3.046827143,-6.808443735
Cameron Reynolds,MIN,0.010122068,-1.975640185,-1.965518117,-0.248117082,-2.04215475,-2.290271832
Josh Richardson,MIA,0.699040168,0.640320877,1.339361045,1.241451936,1.369576509,2.611028445
Malachi Richardson,TOR,-4.984000833,-5.068676567,-10.0526774,-5.620902558,-3.104794885,-8.725697444
Austin Rivers,HOU,-1.088883812,-0.841835575,-1.930719387,0.643149614,0.507181917,1.150331531
Austin Rivers,WAS,-3.000036139,-1.951579037,-4.951615176,-2.730945957,-1.725216474,-4.456162431
Austin Rivers,HOU,-1.18702896,-1.029340181,-2.216369141,-0.59836122,-0.344237389,-0.942598609
Devin Robinson,WAS,2.608793016,2.752240638,5.361033654,2.729425977,1.296175083,4.02560106
Duncan Robinson,MIA,-3.918532416,-1.877385805,-5.795918221,-3.240196516,-2.37778444,-5.617980956
Glenn Robinson III,DET,-3.124966044,-4.80581013,-7.930776173,-1.42214989,-3.987631716,-5.409781606
Glenn Robinson III,DET,-2.909714215,0.405802447,-2.503911769,-3.911977539,-0.581493058,-4.493470597
Jerome Robinson,LAC,6.746277159,-6.316387478,0.429889681,3.367013972,-3.054151106,0.312862866
Jerome Robinson,LAC,-1.055677028,-1.125527583,-2.18120461,-1.320551079,-1.43591669,-2.756467769
Mitchell Robinson,NYK,-0.68157571,0.832504808,0.150929098,-1.073866856,0.797330916,-0.27653594
Rajon Rondo,LAL,-0.405056742,-0.756985613,-1.162042355,-0.901660739,-0.758307329,-1.659968069
Derrick Rose,MIN,2.811869762,-1.052444994,1.759424767,1.384319926,-1.530387645,-0.14606772
Terrence Ross,ORL,1.713813105,-2.856652938,-1.142839833,3.093584181,-0.779200219,2.314383962
Terrence Ross,ORL,2.171898265,-0.863758543,1.308139723,1.053049027,-0.591082447,0.46196658
Terry Rozier,BOS,-0.57012286,3.072395186,2.502272326,0.283595817,3.041570027,3.325165844
Terry Rozier,BOS,-0.595633873,-0.065672891,-0.661306764,-0.889862796,0.215307038,-0.674555757
Ricky Rubio,UTA,2.519945403,-2.024372197,0.495573206,3.69842795,-0.530780427,3.167647523
Ricky Rubio,UTA,-0.380738016,1.25540935,0.874671334,0.259267069,2.335436143,2.594703212
D'Angelo Russell,BRK,-1.535210867,-4.209500544,-5.74471141,-3.472197366,-7.686272665,-11.15847003
D'Angelo Russell,BRK,2.969863701,-0.569027134,2.400836567,3.173505989,-0.619807206,2.553698783
Domantas Sabonis,IND,-1.101160485,5.266984417,4.165823932,-2.711491238,4.864652999,2.153161761
Domantas Sabonis,IND,1.289804866,0.214220972,1.504025838,1.003395545,0.7864999,1.789895446
Brandon Sampson,CHI,-4.398776173,-4.513896278,-8.912672451,-3.569245909,-4.50448961,-8.073735519
JaKarr Sampson,CHI,1.548543419,-0.871612277,0.676931142,-1.173835161,-1.349135554,-2.522970715
Dario Saric,PHI,-3.392976864,-1.085083621,-4.478060486,-2.254955128,-1.019775071,-3.274730199
Dario Saric,MIN,0.165872051,-0.553676888,-0.387804837,0.451028807,-0.786807588,-0.33577878
Tomas Satoransky,WAS,0.458877798,-0.867659319,-0.408781521,-0.170902465,-0.327869268,-0.498771733
Dennis Schroder,OKC,1.590577653,-1.859114889,-0.268537236,-5.65497881,0.514588031,-5.140390779
Dennis Schroder,OKC,0.258456155,-0.494065313,-0.235609158,-0.485178136,0.049920259,-0.435257877
Mike Scott,PHI,0.370552634,-3.753455065,-3.38290243,-0.874816422,-5.081940667,-5.956757089
Mike Scott,LAC,-1.562311417,-1.957098927,-3.519410344,-1.858029778,-2.061533845,-3.919563624
Mike Scott,PHI,-1.738885231,-3.285140958,-5.024026189,-1.794594669,-2.976429431,-4.7710241
Thabo Sefolosha,UTA,-6.749401136,1.060902947,-5.688498189,-9.552041633,0.677479523,-8.87456211
Thabo Sefolosha,UTA,-2.096928613,4.285706505,2.188777892,-1.360571934,3.374011894,2.013439959
Wayne Selden,MEM,-2.64025338,-3.607963053,-6.248216433,-2.971348584,-3.180621458,-6.151970041
Wayne Selden,CHI,-3.31819006,-2.925299352,-6.243489411,-4.123366766,-3.266148337,-7.389515103
Collin Sexton,CLE,-2.837322529,-5.072542927,-7.909865456,-2.453223831,-4.693736234,-7.146960066
Landry Shamet,LAC,-1.375695355,1.375253386,-0.000441969,0.309715667,5.398668157,5.708383824
Landry Shamet,PHI,0.9693886,-0.666282025,0.303106575,-0.009441059,-0.733755042,-0.743196101
Landry Shamet,LAC,0.951822616,-1.537782821,-0.585960205,0.768922722,-0.898199971,-0.129277248
Iman Shumpert,HOU,-1.590050618,0.250441006,-1.339609611,-0.112369442,-1.036783962,-1.149153404
Iman Shumpert,HOU,-4.101444056,-0.301982333,-4.403426389,-3.472154572,-0.435223175,-3.907377747
Iman Shumpert,SAC,-0.723643743,1.907437342,1.183793599,-0.164077402,1.299135434,1.135058032
Pascal Siakam,TOR,0.394659303,1.407583578,1.802242881,1.304094172,1.913863181,3.217957353
Pascal Siakam,TOR,1.065401784,0.504309165,1.569710949,1.470885172,1.362819364,2.833704536
Jordan Sibert,ATL,10.52197441,-18.08108359,-7.559109179,7.288802927,-20.75935827,-13.47055535
Ben Simmons,PHI,1.678758109,1.754134332,3.432892441,0.979268848,1.874391353,2.853660201
Ben Simmons,PHI,0.903949082,-1.213487481,-0.309538399,0.841799115,-1.023894854,-0.182095739
Jonathon Simmons,PHI,-5.192236422,-9.758560743,-14.95079716,-5.818853335,-15.33408081,-21.15293415
Jonathon Simmons,PHI,1.275165773,-2.331943157,-1.056777384,0.37804602,-2.234055671,-1.856009651
Jonathon Simmons,ORL,-3.540432335,0.699889308,-2.840543027,-4.193832697,-0.36290938,-4.556742076
Kobi Simmons,CLE,-7.66521548,11.96403299,4.298817513,-9.742481122,15.09525099,5.352769869
Anfernee Simons,POR,-15.23278748,1.622870526,-13.60991695,-13.82157912,0.017006185,-13.80457293
Anfernee Simons,POR,-1.942207781,-5.484689617,-7.426897398,-2.684700868,-6.89502487,-9.579725738
Marcus Smart,BOS,-5.474903578,7.140432717,1.66552914,-3.527990929,5.943520295,2.415529366
Marcus Smart,BOS,-0.019676386,2.414918081,2.395241695,0.800170377,2.985747033,3.78591741
Dennis Smith Jr.,DAL,-2.796112865,0.729422904,-2.066689961,-2.200802319,1.119780756,-1.081021563
Dennis Smith Jr.,NYK,-2.515083013,1.221630954,-1.293452059,-2.702412054,1.271680998,-1.430731056
Ish Smith,DET,-5.987725404,-1.995556096,-7.9832815,-4.534824425,0.338135045,-4.19668938
Ish Smith,DET,-0.249931522,-1.333400541,-1.583332062,-0.348725625,-1.137463142,-1.486188767
Jason Smith,NOP,-5.660116321,-3.225544652,-8.885660972,-2.17588339,-5.609418177,-7.785301566
Jason Smith,WAS,-4.140921568,-1.903271658,-6.044193226,-3.227214865,-1.873777327,-5.100992192
Jason Smith,MIL,-6.801536273,1.231913274,-5.569622999,-7.339976318,-0.240609884,-7.580586202
JR Smith,CLE,-2.83022863,-2.097215185,-4.927443815,-1.964573845,-1.744528713,-3.709102558
Zhaire Smith,PHI,-3.931787966,13.78757196,9.855783992,-3.742147543,18.68191985,14.93977231
Zhaire Smith,PHI,-0.849045619,-1.177452162,-2.026497781,0.760670601,-2.438071183,-1.677400581
Tony Snell,MIL,-1.654052019,-3.501202892,-5.155254911,-1.093671087,-7.072341026,-8.166012113
Tony Snell,MIL,-0.188049534,-1.441510554,-1.629560088,-0.411811322,-1.48123618,-1.893047502
Ray Spalding,PHO,-4.337762649,-3.010814185,-7.348576834,-4.572799481,-1.258146639,-5.830946121
Ray Spalding,DAL,-20.27274823,-15.72068701,-35.99343523,-32.03284089,-6.441144588,-38.47398548
Omari Spellman,ATL,-2.409904566,-0.046040886,-2.455945453,-2.519662457,-1.539322975,-4.058985432
Nik Stauskas,POR,-0.933915037,-3.022899322,-3.95681436,-2.115406615,-3.940583359,-6.055989974
Nik Stauskas,CLE,0.357860346,-2.987442326,-2.629581979,-0.237894965,-4.133870286,-4.371765251
DJ Stephens,MEM,-8.795978746,1.59030792,-7.205670826,-5.894075977,-0.257247832,-6.151323808
Lance Stephenson,LAL,-1.081390159,-2.305323511,-3.38671367,-1.695466283,-2.559322842,-4.254789125
Edmond Sumner,IND,1.563443607,5.048192177,6.611635784,9.497271356,7.47122058,16.96849194
Edmond Sumner,IND,-3.443404725,-0.927547307,-4.370952032,-4.113349633,-0.84972379,-4.963073424
Caleb Swanigan,POR,-9.795745491,-2.094375405,-11.8901209,-10.3133812,-1.96660125,-12.27998245
Caleb Swanigan,SAC,-5.319994241,8.65199807,3.332003829,-5.430927573,4.842076679,-0.588850895
Jayson Tatum,BOS,-1.115171254,-0.608101697,-1.723272952,1.203824379,0.444017471,1.64784185
Jayson Tatum,BOS,0.027581832,0.169145751,0.196727584,0.835109634,0.748360886,1.58347052
Jeff Teague,MIN,0.797826243,-1.097651961,-0.299825717,0.333781672,-1.112073242,-0.77829157
Garrett Temple,LAC,-3.349801423,2.643201504,-0.70659992,-4.182665535,4.736281571,0.553616036
Garrett Temple,MEM,-2.468034291,0.617284996,-1.850749295,-2.886210862,1.994016155,-0.892194707
Garrett Temple,LAC,-2.027607132,0.257227158,-1.770379974,-1.544739001,1.147244441,-0.39749456
Milos Teodosic,LAC,-1.318378614,-3.795275148,-5.113653762,-0.188345462,-2.594410463,-2.782755925
Jared Terrell,MIN,-7.573672811,-4.266931191,-11.840604,-5.941745348,-4.264660788,-10.20640614
Emanuel Terry,PHO,-4.302748659,3.709015196,-0.593733463,-2.030722322,4.85201161,2.821289289
Emanuel Terry,MIA,17.42197588,-19.0723697,-1.650393816,12.78815944,-12.86315678,-0.074997336
Daniel Theis,BOS,-5.487811039,5.95429032,0.466479281,-2.681969534,2.647714476,-0.034255058
Daniel Theis,BOS,-1.223275861,-0.645873914,-1.869149775,-1.560275583,0.541107195,-1.019168388
Isaiah Thomas,DEN,-3.740942448,-2.085511163,-5.826453611,-1.731065731,-2.663763454,-4.394829185
Khyri Thomas,DET,0.119599064,9.238279706,9.35787877,7.647772559,7.929265532,15.57703809
Khyri Thomas,DET,-4.659189177,-0.803399711,-5.462588888,-4.614049051,-1.213121731,-5.827170782
Lance Thomas,NYK,-4.003645446,-1.627563338,-5.631208785,-4.211683702,-1.34299403,-5.554677732
Klay Thompson,GSW,0.501186802,-0.256475678,0.244711124,0.319405567,-0.521836558,-0.20243099
Klay Thompson,GSW,0.9986454,-0.250013109,0.748632291,2.472224625,-0.302260632,2.169963993
Tristan Thompson,CLE,-0.221236426,1.648743834,1.427507408,-0.301074672,0.326214047,0.025139375
Sindarius Thornwell,LAC,-5.331459053,6.096271235,0.764812182,-6.108298966,5.647911889,-0.460387078
Sindarius Thornwell,LAC,-5.011949784,0.131531862,-4.880417922,-5.65249733,0.272119096,-5.380378234
Anthony Tolliver,MIN,-1.380424233,-0.860382169,-2.240806402,-1.361776535,-1.168306262,-2.530082797
Karl-Anthony Towns,MIN,3.282302691,0.081628354,3.363931045,3.786538782,0.616036112,4.402574894
Gary Trent Jr.,POR,-6.128116076,-2.491109749,-8.619225826,-4.893495732,-4.176731089,-9.070226822
Allonzo Trier,NYK,-0.906504224,-2.052952651,-2.959456875,-2.021507743,-2.336903398,-4.358411142
PJ Tucker,HOU,2.115599658,1.935756492,4.05135615,3.740862338,5.426548789,9.167411127
PJ Tucker,HOU,-1.919574792,1.927514777,0.007939984,-1.151274247,2.374264781,1.222990534
Evan Turner,POR,-3.507846044,1.947250468,-1.560595576,-3.426749118,0.414842031,-3.011907088
Evan Turner,POR,-1.604832022,0.328325293,-1.276506729,-1.257228492,-0.46125602,-1.718484512
Myles Turner,IND,-1.853530344,5.245751512,3.392221168,-0.729862954,3.975159604,3.24529665
Myles Turner,IND,-1.648527003,1.488807087,-0.159719916,-1.340940004,2.549497261,1.208557256
Ekpe Udoh,UTA,-14.3134716,-17.866508,-32.1799796,-13.93249303,-16.68857358,-30.62106661
Ekpe Udoh,UTA,0.160968107,-0.100975869,0.059992237,-0.938878512,-0.468665186,-1.407543699
Tyler Ulis,CHI,-4.461871398,57.30570498,52.84383358,-15.00184709,41.70460184,26.70275475
Jonas Valanciunas,TOR,1.128285447,2.196037447,3.324322894,0.18578345,1.336090981,1.521874431
Jonas Valanciunas,MEM,0.644501203,0.559860294,1.204361497,-0.344685263,0.292318766,-0.052366498
Jarred Vanderbilt,DEN,-5.823867853,18.20737662,12.38350877,-5.054288479,9.06240703,4.008118551
Jarred Vanderbilt,DEN,-8.132883218,8.401700345,0.268817127,-5.684671801,6.688593561,1.00392176
Fred VanVleet,TOR,0.665947418,0.048753268,0.714700686,-0.115401932,0.691459439,0.576057507
Fred VanVleet,TOR,1.538352473,-1.337142469,0.201210005,1.08306807,-0.28244664,0.80062143
Noah Vonleh,NYK,-1.463561593,1.152069486,-0.311492107,-1.178118434,0.638631841,-0.539486593
Nikola Vucevic,ORL,-6.18431372,4.941439919,-1.242873802,-2.580051617,2.133733628,-0.446317989
Nikola Vucevic,ORL,1.034003581,3.627781582,4.661785163,2.097135278,3.127189019,5.224324297
Dwyane Wade,MIA,0.566817586,-2.318800147,-1.751982561,0.329289786,-2.524652948,-2.195363162
Moritz Wagner,LAL,-3.504915566,-0.315125185,-3.820040751,-4.347730245,-0.773745847,-5.121476093
Dion Waiters,MIA,-0.468153165,-1.013438117,-1.481591281,0.66144789,-1.041941884,-0.380493994
Kemba Walker,CHA,4.660213016,1.201839363,5.862052378,5.653332695,0.506688149,6.160020844
Lonnie Walker IV,SAS,1.478501786,-7.11905059,-5.640548804,-0.629519804,-6.80375228,-7.433272084
Lonnie Walker IV,SAS,-4.815046587,1.919548513,-2.895498075,-6.694494671,-0.282694762,-6.977189432
Tyrone Wallace,LAC,-0.215411707,-0.740664532,-0.956076239,-5.843647777,3.998176874,-1.845470903
Tyrone Wallace,LAC,-2.765739428,-0.24341127,-3.009150697,-3.225961624,-0.535524005,-3.761485628
John Wall,WAS,0.526913231,-2.218877214,-1.691963983,0.468029517,-1.525971997,-1.05794248
